LoanCurrentDaysDelinquent,LP_CustomerPrincipalPayments,LP_GrossPrincipalLoss,LP_CustomerPayments,LP_InterestandFees,LP_ServiceFees,MonthlyLoanPayment,AvailableBankcardCredit,RevolvingCreditBalance
10,2845.64,0.0,4951.2,2105.56,-65.8,174.2,723.0,7273.0
0,4003.48,0.0,4017.41,13.93,-0.44,173.71,7087.0,13.0
0,25000.0,0.0,26561.6,1561.6,-91.9,621.18,23364.0,5336.0
0,3132.45,0.0,3892.32,759.87,-23.01,132.33,0.0,27819.0
0,2500.0,0.0,2934.64,434.64,-22.87,91.67,1449.0,54251.0
0,5000.0,0.0,5943.82,943.82,-38.45,135.77,5607.0,993.0
222,1396.12,13603.88,4374.6,2978.48,-113.94,437.46,45159.0,8143.0
23,342.86,0.0,1033.3655,690.5055,-16.63,172.76,7.0,7104.0
0,2000.0,0.0,2102.12,102.12,-10.99,175.17,145.0,3795.0
0,10000.0,0.0,13898.84,3898.84,-162.5,392.28,33955.0,27085.0
26,899.87,0.0,2767.17,1867.3,-62.32,146.43,4528.0,6472.0
354,271.67,9228.33,773.91,502.24,-23.71,257.97,5312.0,5438.0
0,15000.0,0.0,15545.58,545.58,-25.36,410.12,1636.0,28197.0
0,2100.01,0.0,2434.6,334.59,-16.84,77.94,752.0,348.0
5,1385.68,0.0,2953.07,1567.39,-49.35,173.71,526.0,2974.0
120,1028.75,0.0,2899.4,1870.65,-85.06,414.2,27008.0,23148.0
0,4999.97,0.0,8144.01,3144.04,-89.82,224.65,1034.0,1221.0
0,7500.0,0.0,9191.92,1691.92,-111.68,260.54,23036.0,17943.0
0,7000.0,0.0,7432.19,432.19,-37.45,230.97,3820.0,230.0
0,4000.0,0.0,4688.8,688.8,-21.69,173.71,0.0,12284.0
0,4000.0,0.0,4161.56,161.56,-5.44,169.13,16943.0,3457.0
0,10000.0,0.0,11653.23,1653.23,-93.2,360.22,1833.0,10479.0
0,1599.99,0.0,1810.06,210.07,-25.61,50.29,6138.0,17262.0
354,2392.38,12607.62,6151.8,3759.42,-174.79,410.12,1830.0,1728.0
0,5000.0,0.0,6481.7,1481.7,-80.3,128.19,144.0,156.0
0,10000.0,0.0,13313.35,3313.35,-109.47,325.19,1740.0,18063.0
1491,224.97,3775.04,605.73,380.76,-19.72,161.91,1409.0,2591.0
137,525.23,3224.77,1450.65,925.42,-27.7,162.85,588.0,912.0
374,392.43,5107.57,942.76,550.33,-17.9,235.69,4918.0,17275.0
0,3500.0,0.0,3834.08,334.08,-14.24,136.32,11871.0,7229.0
0,15000.0,0.0,19220.42,4220.42,-175.92,588.41,16247.0,53.0
0,5499.99,0.0,6672.22,1172.23,-33.49,248.8,4205.0,2795.0
0,15000.0,0.0,16409.8114,1409.8114,-55.08,447.24,21357.0,25629.0
0,15000.0,0.0,16207.01,1207.01,-184.27,460.08,11254.0,6665.0
0,15000.0,0.0,16769.81,1769.81,-225.45,469.01,28069.0,931.0
0,1999.81,0.0,2014.15,14.34,-0.9,70.3,5320.0,1280.0
0,24500.0,0.0,27158.24,2658.24,-239.48,803.26,5881.0,2338.0
0,4000.0,0.0,4888.43,888.43,-25.87,179.48,1042.0,3078.0
509,118.92,14881.08,446.71,327.79,-12.74,446.71,12058.0,40822.0
0,5000.0,0.0,5239.85,239.85,-9.6,198.77,6583.0,4673.0
262,287.63,3712.37,1012.55,724.92,-12.82,173.71,6085.0,15859.0
0,4000.0,0.0,4174.84,174.84,-6.63,161.99,0.0,1318.0
0,10000.0,0.0,10556.7764,556.7764,-51.39,326.87,15652.0,7582.0
0,4000.0,0.0,6046.48,2046.48,-64.41,173.71,7000.0,14603.0
343,237.06,7262.94,964.86,727.8,-131.57,326.62,66100.0,18281.0
0,3000.0,0.0,3592.76,592.76,-23.14,120.25,1227.0,17464.0
85,684.33,0.0,1925.0,1240.67,-56.94,275.0,25653.0,24747.0
0,4000.01,0.0,4351.06,351.05,-22.28,361.05,67850.0,2151.0
0,9999.99,0.0,10316.7,316.71,-11.75,304.99,15.0,14988.0
0,4000.0,0.0,4187.99,187.99,-5.92,173.71,300.0,0.0
0,15000.0,0.0,21144.63,6144.63,-283.23,397.32,284.0,16.0
183,744.3,1755.7,1613.55,869.25,-27.36,108.57,606.0,396.0
0,4000.0,0.0,5804.07,1804.07,-56.8,173.71,13594.0,12406.0
0,3700.0,0.0,4547.27,847.27,-33.09,148.31,351.0,549.0
651,136.96,3763.04,338.72,201.76,-6.35,169.36,2880.0,13733.0
526,1502.76,2497.24,2739.38,1236.62,-47.49,161.14,897.0,1916.0
0,6300.0,0.0,10227.25,3927.25,-112.18,284.99,1608.0,13938.0
0,3800.0,0.0,4714.6,914.6,-30.69,114.49,0.0,0.0
0,13000.0,0.0,16734.87,3734.87,-173.88,492.99,6154.0,12924.0
0,16000.0,0.0,16784.34,784.34,-42.47,410.4,8280.0,13104.0
88,120.89,0.0,227.54,106.65,-4.97,113.77,7011.0,13989.0
405,1092.95,7907.05,2017.8,924.85,-33.12,341.3,4113.0,1287.0
0,8499.99,0.0,10312.53,1812.54,-145.36,245.02,3692.0,808.0
0,6000.0,0.0,8236.25,2236.25,-86.04,241.71,116.0,184.0
654,1709.71,2290.29,3618.8,1909.09,-54.56,180.94,2110.0,9460.0
0,3500.0,0.0,5652.11,2152.11,-62.67,157.04,0.0,0.0
111,230.0,0.0,473.879,243.879,-9.89,158.87,343.0,11154.0
253,678.22,3321.78,1692.1,1013.88,-19.93,173.71,284.0,1226.0
288,309.64,14690.36,547.11,237.47,-12.74,547.11,6874.0,25400.0
0,3500.0,0.0,3543.77,43.77,-8.77,299.61,47071.0,1229.0
670,213.62,3786.38,513.24,299.62,-9.8,171.08,152.0,4825.0
0,3000.0,0.0,3089.43,89.43,-5.04,108.07,91.0,3722.0
0,15000.0,0.0,15659.26,659.26,-26.89,592.6,24568.0,35679.0
0,10000.0,0.0,11109.05,1109.05,-101.0,327.15,22841.0,3842.0
0,15000.0,0.0,15564.02,564.02,-30.57,384.58,6272.0,18187.0
0,1500.0,0.0,2183.36,683.36,-25.44,60.32,631.0,5346.0
0,4000.0,0.0,4087.92,87.92,-3.16,165.15,6233.0,97267.0
469,210.16,5789.84,702.88,492.72,-19.79,175.72,8358.0,7753.0
0,1000.0,0.0,1573.21,573.21,-15.63,45.24,0.0,5194.0
100,69.6,0.0,318.46,248.86,-3.4,166.73,4780.0,4660.0
0,12500.0,0.0,15868.51,3368.51,-136.49,364.55,360000.0,0.0
0,2699.99,0.0,3012.87,312.88,-20.07,94.38,2365.0,3735.0
268,0.0,2000.0,0.0,0.0,0.0,86.38,5719.0,113146.0
0,7500.0,0.0,10211.17,2711.17,-91.92,316.34,1416.0,11956.0
0,6000.0,0.0,6044.874,44.874,-4.44,195.01,8975.0,5925.0
0,11250.0,0.0,12059.15,809.15,-83.92,361.11,9118.0,582.0
0,2000.0,0.0,2144.39,144.39,-11.13,178.63,33.0,667.0
0,5200.0,0.0,5692.31,492.31,-44.35,170.49,9166.0,2834.0
0,7100.0,0.0,8282.24,1182.24,-62.14,255.76,42269.0,16781.0
213,1780.63,3219.37,3160.48,1379.85,-56.27,197.53,24600.0,30528.0
0,1300.0,0.0,1738.49,438.49,-22.03,46.76,1891.0,16517.0
0,2000.0,0.0,2210.55,210.55,-30.08,61.75,10591.0,3009.0
141,5855.21,3644.79,9022.68,3167.47,-159.47,348.18,10887.0,17725.0
379,3735.42,1264.58,4735.75,1000.33,-73.51,169.43,1375.0,325.0
872,359.86,6640.14,914.52,554.66,-17.33,304.84,384.0,12595.0
0,3000.01,0.0,3290.29,290.28,-16.7,274.17,46458.0,21905.0
0,8000.0,0.0,8643.9,643.9,-61.03,260.21,275.0,314.0
0,2000.0,0.0,2227.1,227.1,-31.97,61.85,127493.0,5407.0
0,6000.0,0.0,6251.47,251.47,-9.77,240.91,2043.0,4778.0
0,3500.01,0.0,4314.87,814.86,-40.98,129.89,14142.0,16096.0
152,603.68,4396.32,2445.0,1841.32,-47.81,150.0,2689.0,6939.0
0,4000.0,0.0,5435.23,1435.23,-44.86,174.2,3659.0,1207.0
0,12000.0,0.0,13885.91,1885.91,-81.15,466.02,4725.0,525.0
0,1000.0,0.0,1014.4,14.4,-2.27,30.57,34637.0,14063.0
0,3000.0,0.0,3083.04,83.04,-8.31,96.79,2754.0,521.0
0,3900.0,0.0,4052.2,152.2,-11.15,90.02,8000.0,3875.0
0,8000.0,0.0,9284.58,1284.58,-60.49,217.51,6304.0,9613.0
113,92.67,0.0,764.44,671.77,-14.29,127.36,0.0,110.0
495,206.62,12793.38,801.24,594.62,-21.64,400.62,99.0,515.0
0,7500.0,0.0,11616.16,4116.16,-127.62,327.49,45887.0,3513.0
0,10500.0,0.0,10658.66,158.66,-6.62,301.94,15572.0,22327.0
0,7000.0,0.0,7545.35,545.35,-21.5,279.69,425.0,3611.0
0,12000.0,0.0,13356.12,1356.12,-40.67,365.28,1753.0,43776.0
0,2000.0,0.0,2335.25,335.25,-15.59,75.84,0.0,105.0
0,4000.0,0.0,4996.37,996.37,-31.38,173.71,0.0,334.0
0,2000.0,0.0,2053.73,53.73,-1.59,81.78,4658.0,2108.0
0,3500.0,0.0,3517.91,17.91,-1.08,124.16,9167.0,643.0
0,15000.0,0.0,15501.49,501.49,-30.84,529.28,30715.0,63945.0
0,10000.0,0.0,10548.76,548.76,-34.33,351.52,6217.0,8827.0
0,15750.0,0.0,17207.97,1457.97,-151.72,331.63,94687.0,125636.0
0,6500.0,0.0,9352.73,2852.73,-62.34,291.65,438.0,4562.0
0,2000.0,0.0,2502.12,502.12,-20.18,58.57,15624.0,9676.0
172,131.33,3368.67,589.65,458.32,-14.45,113.93,47.0,3078.0
210,1549.6,2950.4,2525.4,975.8,-47.63,168.36,9632.0,10791.0
805,1402.9,1997.1,3184.8,1781.9,-44.14,153.8,5057.0,1213.0
0,4999.48,0.0,7061.66,2062.18,-75.87,204.1,798.0,7052.0
0,4000.0,0.0,4617.02,617.02,-22.87,163.28,2266.0,5613.0
0,5383.74,0.0,8183.52,2799.78,-87.52,234.46,1860.0,1540.0
0,3000.0,0.0,3579.81,579.81,-22.44,120.46,423.0,6064.0
0,6000.0,0.0,7108.91,1108.91,-41.07,244.92,3041.0,4402.0
0,2500.0,0.0,2687.51,187.51,-5.86,108.87,70518.0,482.0
0,2000.0,0.0,2080.31,80.31,-11.02,173.32,24808.0,9118.0
0,8000.0,0.0,10496.0,2496.0,-99.87,318.04,4356.0,5934.0
0,10000.0,0.0,11114.89,1114.89,-51.02,379.22,319.0,81.0
0,2999.91,0.0,3105.37,105.46,-13.16,260.98,8315.0,3959.0
188,1399.32,7600.68,3728.85,2329.53,-104.93,249.59,3799.0,8729.0
0,4000.0,0.0,5267.07,1267.07,-39.62,174.2,286.0,5852.0
0,2500.0,0.0,3657.57,1157.57,-42.17,102.65,203.0,97.0
200,6283.96,6716.04,8134.86,1850.9,-160.39,428.94,10216.0,7384.0
0,5000.0,0.0,5807.58,807.58,-29.92,204.1,2500.0,0.0
10,459.89,0.0,981.36,521.47,-19.23,163.56,5078.0,5814.0
33,1059.89,0.0,2550.65,1490.76,-45.51,173.71,1242.0,3722.0
0,13323.44,0.0,22185.63,8862.19,-305.68,422.83,46082.0,3168.0
0,4000.0,0.0,4183.74,183.74,-5.88,172.6,0.0,5837.0
0,3999.57,0.0,6243.04,2243.47,-70.12,174.2,12777.0,141193.0
0,3200.0,0.0,3397.88,197.88,-17.36,105.37,389.0,112.0
206,555.04,14444.96,1005.33,450.29,-36.94,335.11,2402.0,38211.0
0,1999.99,0.0,2535.65,535.66,-16.39,86.85,228.0,32803.0
616,512.97,1987.03,689.01,176.04,-6.6,239.67,9288.0,4963.0
0,7000.0,0.0,7839.59,839.59,-41.98,260.15,1575.0,17425.0
306,1753.0,1747.0,3415.82,1662.82,-50.56,152.42,656.0,2759.0
861,34.51,1965.49,143.3,108.79,-1.64,87.1,0.0,0.0
168,792.45,16707.55,1194.52,402.07,-28.92,597.26,32283.0,2317.0
0,8999.99,0.0,9802.18,802.19,-133.9,273.76,76495.0,19805.0
0,9999.99,0.0,12508.95,2508.96,-165.61,344.48,40928.0,16472.0
0,7500.0,0.0,10855.38,3355.38,-97.61,321.39,1033.0,3574.0
0,10000.0,0.0,11134.3,1134.3,-133.61,315.63,55858.0,23563.0
0,4249.83,0.0,4868.99,619.16,-67.31,135.54,6219.0,1113.0
0,4000.0,0.0,5309.54,1309.54,-40.91,174.2,489.0,12611.0
0,7499.99,0.0,7810.8,310.81,-10.0,322.84,18603.0,14201.0
0,15000.0,0.0,18332.84,3332.84,-159.85,404.54,2320.0,78980.0
3,2919.52,0.0,5750.42,2830.9,-95.35,338.26,515.0,108084.0
0,1999.99,0.0,2164.89,164.9,-10.64,180.95,800.0,4794.0
0,4000.01,0.0,5849.32,1849.31,-59.16,172.6,57.0,1872.0
0,7500.0,0.0,9407.98,1907.98,-59.66,326.62,791.0,9109.0
0,13499.99,0.0,15528.3,2028.31,-218.08,425.36,64707.0,4443.0
0,4000.0,0.0,4687.44,687.44,-21.64,173.71,541.0,53457.0
0,1083.76,0.0,1468.6623,384.9023,-35.56,245.15,6700.0,2250.0
366,194.36,3805.64,1506.78,1312.42,-21.13,136.98,132.0,561.0
0,2249.99,0.0,2295.9643,45.9743,-2.94,79.09,3500.0,0.0
346,2643.21,5786.79,3090.64,447.43,-24.92,772.66,3097.0,11221.0
37,151.42,0.0,320.16,168.74,-6.62,160.08,634.0,4909.0
0,7350.0,0.0,10994.6,3644.6,-113.19,320.94,152.0,10919.0
325,0.0,10000.0,0.0,0.0,0.0,285.3,1117.0,9337.0
0,3500.0,0.0,3624.23,124.23,-9.55,312.59,41790.0,3210.0
0,7500.0,0.0,7708.93,208.93,-9.84,203.91,19107.0,16993.0
0,7000.0,0.0,9759.02,2759.02,-106.17,282.0,551.0,4449.0
0,10000.0,0.0,10713.27,713.27,-76.69,319.4,42911.0,1589.0
0,9500.0,0.0,10064.15,564.15,-19.65,299.82,3759.0,22364.0
0,5500.0,0.0,6426.92,926.92,-33.68,218.65,1915.0,4835.0
341,1196.47,2303.53,2241.0,1044.53,-39.54,141.0,290.0,10.0
223,993.12,6006.88,3837.6,2844.48,-82.06,213.2,1462.0,21399.0
48,1704.67,0.0,3650.49,1945.82,-59.81,173.71,1917.0,7398.0
432,0.0,12000.0,0.0,0.0,0.0,370.67,4948.0,6852.0
0,4000.0,0.0,5868.84,1868.84,-58.44,174.2,3135.0,8680.0
143,3705.56,1259.47,5879.54,2173.98,-62.33,214.98,7766.0,6800.0
998,189.66,3310.34,457.26,267.6,-8.36,152.42,16001.0,55538.0
57,287.64,0.0,582.6088,294.9688,-20.55,592.78,14484.0,26927.0
0,3000.0,0.0,3047.29,47.29,-2.63,108.44,98.0,902.0
0,5000.0,0.0,7005.51,2005.51,-56.19,214.98,586.0,4645.0
0,3999.99,0.0,4404.079,404.089,-16.33,158.87,2208.0,13792.0
0,14500.0,0.0,18059.0,3559.0,-139.0,402.12,10300.0,43897.0
0,1200.0,0.0,1954.18,754.18,-21.53,0.0,3529.0,1507.0
0,6000.0,0.0,7541.06,1541.06,-82.22,219.15,2789.0,19911.0
0,7500.0,0.0,8628.73,1128.73,-42.29,719.0,6200.0,30396.0
0,4000.0,0.0,6046.88,2046.88,-61.97,136.98,16.0,10040.0
0,2200.0,0.0,2343.26,143.26,-9.19,76.9,1844.0,4606.0
0,6000.0,0.0,7453.3,1453.3,-53.33,245.76,2252.0,12382.0
0,3000.0,0.0,3321.0,321.0,-11.44,123.28,6028.0,19050.0
0,15000.0,0.0,18949.96,3949.96,-192.79,561.21,17989.0,1605.0
229,832.92,1667.08,1737.12,904.2,-28.47,108.57,7462.0,238.0
52,6506.74,0.0,9985.73,3478.99,-131.54,302.14,13080.0,11244.0
0,4000.01,0.0,4985.65,985.64,-66.15,138.47,52860.0,1414.0
0,2000.0,0.0,2012.53,12.53,-1.99,172.39,16204.0,296.0
0,1000.01,0.0,1406.57,406.56,-17.28,21.43,5221.0,8366.0
325,2335.07,7664.93,6455.9,4120.83,-164.91,293.45,1015.0,1429.0
0,15000.0,0.0,17041.72,2041.72,-95.05,568.83,72015.0,235785.0
0,1999.99,0.0,3086.12,1086.13,-35.02,86.0,13674.0,29626.0
233,101.04,6398.96,406.88,305.84,-10.82,203.44,27277.0,62191.0
0,2000.0,0.0,2135.6,135.6,-11.09,0.0,5931.0,17697.0
0,10000.0,0.0,11415.98,1415.98,-54.49,402.85,57247.0,22943.0
105,6562.51,0.0,8856.46,2293.95,-172.74,486.47,6565.0,3335.0
0,4000.0,0.0,5787.83,1787.83,-54.12,136.98,297.0,703.0
92,987.4,0.0,2001.75,1014.35,-39.76,400.35,13849.0,41604.0
0,7000.0,0.0,7602.06,602.06,-24.4,204.15,8770.0,2040.0
0,4999.25,0.0,8031.29,3032.04,-88.42,224.2,765.0,1235.0
413,707.33,5792.67,2375.64,1668.31,-62.09,197.97,7180.0,30367.0
0,5000.0,0.0,5108.97,108.97,-11.19,160.73,6957.0,20926.0
0,4500.0,0.0,4705.28,205.28,-9.77,169.51,2044.0,106.0
0,5000.0,0.0,5737.02,737.02,-80.12,159.46,5092.0,10118.0
0,7499.99,0.0,10726.19,3226.2,-103.9,322.47,8671.0,39115.0
112,1621.48,0.0,4539.0,2917.52,-24.02,267.0,5083.0,17649.0
445,3375.42,624.58,3954.67,579.25,-62.97,127.57,7923.0,199007.0
0,3500.0,0.0,4475.41,975.41,-35.47,143.83,13507.0,5128.0
0,15000.0,0.0,17365.76,2365.76,-70.56,446.71,23532.0,1868.0
0,15000.0,0.0,15707.72,707.72,-42.74,531.51,3269.0,6923.0
0,7000.0,0.0,8641.1,1641.1,-96.62,249.53,2418.0,45564.0
0,4500.0,0.0,4984.09,484.09,-23.06,169.51,5951.0,2120.0
0,4000.0,0.0,5103.17,1103.17,-64.94,142.59,0.0,0.0
0,5000.0,0.0,8142.04,3142.04,-89.76,0.0,862.0,12829.0
29,949.77,0.0,2073.12,1123.35,-35.83,172.76,6702.0,17139.0
0,4500.0,0.0,5356.02,856.02,-53.54,158.18,2143.0,5057.0
0,1999.99,0.0,2094.35,94.36,-4.96,73.3,9181.0,10983.0
0,1999.57,0.0,2059.54,59.97,-5.81,176.14,3573.0,5534.0
0,10000.01,0.0,11284.89,1284.88,-160.37,309.43,1886.0,311.0
0,5500.0,0.0,6329.85,829.85,-24.6,527.26,1076.0,2274.0
0,1300.0,0.0,1619.51,319.51,-21.4,0.0,335.0,15.0
0,12851.99,0.0,13877.72,1025.73,-75.2,296.65,14476.0,6370.0
0,8500.0,0.0,11447.38,2947.38,-119.42,247.89,30903.0,2189.0
0,8500.0,0.0,8928.8434,428.8434,-25.47,211.2,59206.0,7329.0
9,595.79,0.0,944.76,348.97,-20.77,106.64,1159.0,6574.0
0,3500.0,0.0,5195.45,1695.45,-54.73,150.45,1915.0,1990.0
265,742.71,6257.29,2490.0,1747.29,-50.57,210.0,9118.0,19628.0
0,3000.0,0.0,4352.64,1352.64,-52.04,120.86,475.0,435.0
923,993.68,6506.32,2214.38,1220.7,-41.17,316.34,58311.0,62041.0
417,2572.98,7427.02,4707.36,2134.38,-88.96,392.28,2579.0,421.0
604,535.99,464.01,963.93,427.94,-14.74,41.91,228.0,2864.0
0,3500.0,0.0,3817.68,317.68,-18.91,124.42,19498.0,4700.0
0,4000.0,0.0,5678.66,1678.66,-64.57,161.14,4644.0,2356.0
449,137.7,4362.3,568.08,430.38,-14.98,142.02,2043.0,7056.0
0,7000.0,0.0,7467.26,467.26,-14.61,304.84,7877.0,5031.0
0,4000.0,0.0,5339.85,1339.85,-48.72,164.38,466.0,857.0
0,4999.99,0.0,6148.34,1148.35,-82.09,170.86,13789.0,5119.0
93,2643.51,0.0,4950.29,2306.78,-74.22,215.23,10275.0,10482.0
84,402.72,0.0,753.2559,350.5359,-16.54,379.58,6840.0,38838.0
41,1012.84,0.0,1925.28,912.44,-35.56,160.44,108.0,4066.0
0,7200.0,0.0,8264.15,1064.15,-115.68,229.63,21318.0,16095.0
338,484.43,3515.57,1200.97,716.54,-16.39,173.71,22582.0,3318.0
0,1639.62,0.0,2246.79,607.17,-41.3,106.99,2051.0,9695.0
0,3275.01,0.0,3803.95,528.94,-52.89,105.68,7368.0,2072.0
0,2500.0,0.0,2776.32,276.32,-13.91,89.12,1000.0,0.0
0,3999.99,0.0,4053.07,53.08,-2.41,374.36,224.0,1556.0
0,7000.0,0.0,8569.42,1569.42,-58.16,285.74,398.0,8417.0
296,1272.17,2227.83,2713.56,1441.39,-40.54,152.42,0.0,0.0
0,2500.0,0.0,3254.62,754.62,-21.97,112.1,0.0,0.0
0,1000.0,0.0,1025.19,25.19,-1.14,38.19,0.0,0.0
501,1012.17,6577.7,3613.05,2600.88,-89.71,240.87,580.0,6793.0
0,2000.01,0.0,3253.83,1253.82,-35.82,90.47,1596.0,18886.0
0,4000.0,0.0,4028.47,28.47,-2.19,134.76,2087.0,4308.0
0,15000.0,0.0,16651.97,1651.97,-156.6,487.89,5582.0,2018.0
0,7400.0,0.0,8562.39,1162.39,-80.56,254.32,21556.0,15494.0
662,891.4,3858.6,2057.3,1165.9,-36.64,204.23,0.0,0.0
0,5177.0,0.0,5764.65,587.65,-82.74,158.68,25285.0,20505.0
0,4000.0,0.0,5061.05,1061.05,-36.6,167.6,508.0,292.0
10,5326.28,0.0,7998.3,2672.02,-159.14,533.22,7269.0,146031.0
90,1515.36,0.0,3111.78,1596.42,-50.25,173.71,4521.0,2479.0
0,20000.0,0.0,20954.9268,954.9268,-50.42,734.64,4943.0,68772.0
208,3682.4,6317.6,5971.24,2288.84,-111.7,374.14,1707.0,5693.0
0,4000.0,0.0,5102.54,1102.54,-33.37,136.98,15570.0,54715.0
13,6988.2,0.0,10757.4,3769.2,-249.69,1198.6,6685.0,6484.0
0,2500.0,0.0,3193.72,693.72,-21.82,108.57,39.0,15361.0
639,69.26,3930.74,173.71,104.45,-3.29,173.71,298.0,1228.0
0,4000.0,0.0,4329.02,329.02,-18.29,144.59,358.0,10142.0
291,1008.32,2991.68,2323.0,1314.68,-34.16,174.2,2462.0,1400.0
0,20000.0,0.0,21089.1968,1089.1968,-62.13,504.5,523.0,25012.0
0,2000.0,0.0,2024.24,24.24,-3.29,173.38,7193.0,9807.0
465,2085.3,4914.7,3060.7,975.4,-69.1,238.9,722.0,103.0
0,4000.0,0.0,5088.51,1088.51,-40.22,163.28,6984.0,3035.0
0,3500.0,0.0,4314.89,814.89,-54.31,121.33,5055.0,4945.0
0,3000.0,0.0,3346.01,346.01,-30.36,98.79,7899.0,6501.0
0,9999.99,0.0,11814.65,1814.66,-74.62,289.54,5916.0,39340.0
0,3282.13,0.0,3895.25,613.12,-19.61,141.62,1535.0,9665.0
0,25000.0,0.0,26428.49,1428.49,-92.11,601.46,23934.0,3768.0
0,5000.0,0.0,6483.3,1483.3,-64.85,193.21,298.0,3086.0
0,10000.0,0.0,11502.06,1502.06,-161.51,319.4,46266.0,2301.0
0,2199.99,0.0,2448.47,248.48,-24.71,71.05,18983.0,4467.0
0,6000.0,0.0,6250.86,250.86,-12.03,161.81,28476.0,18064.0
0,9000.0,0.0,9190.6,190.6,-19.56,289.31,15657.0,743.0
0,5000.0,0.0,5740.89,740.89,-32.86,192.38,1523.0,877.0
0,3499.99,0.0,3786.95,286.96,-33.21,110.71,14569.0,4331.0
0,7000.0,0.0,9296.08,2296.08,-82.74,288.6,393.0,1357.0
13,1583.69,0.0,3459.2,1875.51,-56.66,173.71,486.0,3114.0
527,857.2,3142.8,1898.16,1040.96,-33.31,172.56,39.0,8601.0
22,67.18,0.0,167.7477,100.5677,-3.4,171.1,3008.0,79847.0
0,10000.01,0.0,11122.56,1122.55,-97.36,329.28,29849.0,19581.0
0,1999.05,0.0,2140.35,141.3,-13.02,65.34,6363.0,4535.0
0,4000.0,0.0,5124.91,1124.91,-35.18,174.2,36797.0,25703.0
0,3000.0,0.0,4281.9,1281.9,-49.29,120.87,1641.0,18084.0
0,15000.0,0.0,15112.02,112.02,-10.63,487.89,31503.0,4361.0
0,2500.0,0.0,2860.68,360.68,-20.39,89.98,5373.0,866.0
268,1193.0,2307.0,2567.51,1374.51,-43.47,151.03,39113.0,87602.0
0,15000.0,0.0,16765.09,1765.09,-86.14,561.21,9830.0,16919.0
0,8929.7,0.0,9876.3,946.6,-144.53,282.18,28358.0,27480.0
0,7999.99,0.0,10543.79,2543.8,-94.26,326.56,2199.0,2501.0
60,468.26,0.0,990.88,522.62,-18.77,123.86,565.0,144.0
1020,398.57,7101.43,979.86,581.29,-18.17,326.62,2360.0,5140.0
199,2432.68,4567.32,4571.84,2139.16,-79.24,285.74,190.0,5946.0
0,5000.01,0.0,5660.92,660.91,-63.56,162.28,10738.0,4962.0
0,4999.99,0.0,7378.67,2378.68,-87.28,198.93,633.0,18814.0
0,1200.0,0.0,1384.84,184.84,-12.32,41.6,7441.0,18858.0
498,0.0,10000.0,0.0,0.0,0.0,892.19,473.0,277.0
0,13000.0,0.0,16062.52,3062.52,-123.03,380.73,5330.0,3620.0
0,20000.0,0.0,20058.1,58.1,-6.03,641.97,20656.0,28809.0
0,7500.0,0.0,8632.28,1132.28,-42.42,714.72,3380.0,5992.0
0,2999.99,0.0,3730.75,730.76,-22.84,130.65,0.0,9889.0
0,5000.0,0.0,5637.51,637.51,-27.19,194.75,391.0,7104.0
0,1999.56,0.0,2250.79,251.23,-7.9,86.85,4745.0,13755.0
11,5830.5,0.0,9477.84,3647.34,-148.93,394.91,4784.0,9965.0
0,5000.0,0.0,5505.19,505.19,-54.91,159.46,9363.0,37.0
0,7000.0,0.0,9567.8,2567.8,-116.58,267.3,3810.0,11495.0
0,15000.0,0.0,19679.0,4679.0,-253.6,384.58,508.0,59022.0
0,3000.0,0.0,4265.47,1265.47,-42.76,126.67,0.0,1747.0
0,8500.0,0.0,8656.5,156.5,-6.29,248.94,11798.0,31169.0
0,21000.0,0.0,23848.0,2848.0,-143.7,554.27,6710.0,22991.0
0,4000.0,0.0,4428.87,428.87,-20.18,372.97,6513.0,28122.0
0,19978.1,0.0,22829.87,2851.77,-252.62,656.8,2985.0,4715.0
395,186.81,1913.19,575.69,388.88,-7.35,88.67,1359.0,2041.0
0,2500.0,0.0,3839.71,1339.71,-39.99,106.13,46.0,7325.0
263,1085.08,13914.92,2795.87,1710.79,-84.52,399.41,12560.0,21343.0
0,5999.99,0.0,8045.57,2045.58,-89.45,231.85,116.0,7914.0
0,9000.0,0.0,12639.99,3639.99,-140.04,362.57,2387.0,3463.0
304,785.03,4714.97,1990.4,1205.37,-34.43,248.8,489.0,5457.0
0,14999.99,0.0,17287.49,2287.5,-119.51,390.26,4423.0,1377.0
149,53.9,3946.1,260.1671,206.2671,-6.77,131.78,18624.0,29376.0
478,0.0,4000.0,0.0,0.0,0.0,130.82,2556.0,6744.0
266,509.94,1890.06,1144.0,634.06,-20.07,104.0,545.0,15377.0
0,3000.0,0.0,3204.7,204.7,-16.42,267.19,11288.0,2012.0
0,5930.0,0.0,6186.25,256.25,-24.91,192.15,26034.0,65988.0
0,10000.0,0.0,10447.62,447.62,-43.28,324.27,10881.0,14929.0
0,1000.0,0.0,1235.52,235.52,-16.96,0.0,271.0,2979.0
0,1000.0,0.0,1162.07,162.07,-16.2,0.0,925.0,75.0
0,7000.0,0.0,9562.43,2562.43,-80.89,302.9,0.0,0.0
1015,465.45,1534.55,1056.72,591.27,-17.99,88.06,0.0,1296.0
0,5999.99,0.0,7420.38,1420.39,-85.79,212.6,11898.0,4085.0
401,1464.68,13535.32,3461.22,1996.54,-108.22,384.58,2748.0,20182.0
378,2463.65,7536.35,4723.92,2260.27,-91.5,394.91,224.0,22252.0
